groesse_cm,gewicht_kg,schuhgroesse,geschlecht,geschlecht_label
166,67.9,38,1,weiblich
157,48.7,36,1,weiblich
175,67.5,41,1,weiblich
168,68.7,39,1,weiblich
184,98.4,45,0,männlich
174,64.3,40,1,weiblich
180,80.4,45,0,männlich
169,70.1,40,1,weiblich
162,58.1,37,1,weiblich
164,69.5,38,1,weiblich
160,60.1,37,1,weiblich
175,80.4,42,0,männlich
181,80.3,43,0,männlich
183,90.2,44,0,männlich
169,71.0,39,1,weiblich
162,60.4,39,1,weiblich
178,72.0,44,0,männlich
166,62.9,39,0,männlich
190,89.4,45,0,männlich
198,112.5,48,0,männlich
182,87.3,43,0,männlich
163,65.3,38,1,weiblich
176,92.9,43,0,männlich
162,61.1,39,1,weiblich
187,85.5,46,0,männlich
184,98.1,40,0,männlich
172,71.0,41,1,weiblich
168,63.4,37,1,weiblich
177,66.5,41,0,männlich
158,55.2,37,1,weiblich
163,63.2,39,1,weiblich
153,48.0,37,1,weiblich
151,63.6,35,1,weiblich
196,111.6,47,0,männlich
169,84.8,40,0,männlich
177,89.8,42,0,männlich
163,64.1,36,1,weiblich
178,84.8,44,0,männlich
179,87.6,41,0,männlich
189,82.2,43,0,männlich
187,99.5,45,0,männlich
157,58.3,36,1,weiblich
167,59.8,38,1,weiblich
168,81.5,39,0,männlich
183,82.6,44,0,männlich
183,90.2,43,0,männlich
196,107.4,47,0,männlich
158,50.5,36,1,weiblich
166,65.5,39,1,weiblich
178,79.7,43,0,männlich
161,64.7,38,1,weiblich
182,79.3,42,0,männlich
161,68.1,39,1,weiblich
166,83.9,40,1,weiblich
165,69.2,37,1,weiblich
166,50.9,37,1,weiblich
180,85.0,42,0,männlich
176,79.5,40,1,weiblich
184,88.4,41,0,männlich
172,68.2,40,0,männlich
164,65.3,40,1,weiblich
185,87.3,46,0,männlich
172,69.0,41,1,weiblich
155,54.9,35,1,weiblich
172,70.7,39,1,weiblich
179,95.5,44,0,männlich
179,90.4,43,0,männlich
178,98.8,42,0,männlich
178,93.4,43,0,männlich
163,58.5,37,1,weiblich
179,83.2,43,0,männlich
167,61.0,38,1,weiblich
163,69.1,37,1,weiblich
165,68.3,39,1,weiblich
166,58.4,39,1,weiblich
178,84.1,40,1,weiblich
173,74.4,41,1,weiblich
169,61.4,37,1,weiblich
166,49.9,36,1,weiblich
155,43.4,35,1,weiblich
167,68.9,40,1,weiblich
167,51.6,37,1,weiblich
173,84.0,43,0,männlich
161,57.2,38,1,weiblich
162,68.7,38,1,weiblich
165,85.2,42,0,männlich
155,53.1,35,1,weiblich
175,69.3,40,1,weiblich
163,71.5,37,1,weiblich
187,90.3,43,0,männlich
189,82.4,44,0,männlich
176,89.5,44,0,männlich
168,59.2,37,1,weiblich
187,79.3,43,0,männlich
184,74.0,44,0,männlich
191,93.9,45,0,männlich
185,91.0,45,0,männlich
168,54.2,37,1,weiblich
166,55.0,37,1,weiblich
163,63.7,39,1,weiblich
176,84.8,43,0,männlich
156,49.6,37,1,weiblich
162,73.4,38,1,weiblich
175,69.5,42,0,männlich
197,115.4,47,0,männlich
169,70.7,38,1,weiblich
183,85.3,43,0,männlich
183,92.9,46,0,männlich
186,86.1,44,0,männlich
159,60.9,38,1,weiblich
184,85.6,45,0,männlich
163,52.6,37,1,weiblich
163,60.9,40,1,weiblich
176,73.1,42,0,männlich
170,63.5,39,1,weiblich
166,65.4,39,1,weiblich
193,98.4,45,0,männlich
159,58.5,36,1,weiblich
187,84.5,45,0,männlich
166,62.4,40,1,weiblich
164,49.7,35,1,weiblich
171,64.1,40,0,männlich
185,88.7,46,0,männlich
167,66.8,38,1,weiblich
173,81.2,44,0,männlich
180,90.9,42,0,männlich
162,61.1,37,1,weiblich
166,69.0,38,1,weiblich
170,65.1,40,0,männlich
182,91.6,44,0,männlich
152,52.3,35,1,weiblich
186,81.0,45,0,männlich
174,83.1,40,0,männlich
162,41.5,36,1,weiblich
183,84.2,43,0,männlich
180,75.7,44,0,männlich
184,83.9,45,0,männlich
182,99.4,43,0,männlich
172,59.5,40,1,weiblich
167,68.2,39,1,weiblich
169,63.2,38,1,weiblich
162,76.9,39,1,weiblich
176,91.9,42,0,männlich
158,54.0,37,1,weiblich
164,44.5,36,1,weiblich
167,57.9,39,1,weiblich
179,73.8,41,0,männlich
182,97.0,44,0,männlich
165,66.8,38,1,weiblich
167,63.9,37,1,weiblich
159,67.1,37,1,weiblich
146,47.5,34,1,weiblich
180,75.1,42,0,männlich
179,88.2,45,0,männlich
173,70.2,39,1,weiblich
191,84.7,44,0,männlich
161,62.7,40,1,weiblich
185,82.6,42,0,männlich
155,51.9,35,1,weiblich
167,71.6,43,0,männlich
167,66.2,38,1,weiblich
155,57.3,36,1,weiblich
168,62.2,39,1,weiblich
176,91.4,42,0,männlich
181,81.7,45,0,männlich
164,65.8,38,1,weiblich
164,70.5,37,1,weiblich
166,61.7,38,1,weiblich
182,82.3,44,0,männlich
163,73.7,41,0,männlich
149,44.0,35,1,weiblich
178,92.4,43,0,männlich
163,56.2,37,1,weiblich
175,73.1,41,0,männlich
179,83.0,41,0,männlich
195,113.8,48,0,männlich
175,86.3,43,0,männlich
178,78.1,42,0,männlich
168,67.8,41,0,männlich
164,64.8,40,1,weiblich
176,86.3,43,0,männlich
164,66.8,37,1,weiblich
175,77.5,40,1,weiblich
160,52.7,38,1,weiblich
164,50.7,38,1,weiblich
164,67.3,37,1,weiblich
163,57.2,34,1,weiblich
182,83.3,45,0,männlich
171,73.4,38,0,männlich
180,67.7,41,0,männlich
169,68.1,39,1,weiblich
182,95.9,44,0,männlich
182,82.5,42,0,männlich
181,83.2,42,0,männlich
181,92.9,43,0,männlich
182,89.3,42,0,männlich
167,75.9,39,1,weiblich
179,91.1,44,0,männlich
177,81.9,41,0,männlich
182,86.6,45,0,männlich
161,58.6,37,1,weiblich
179,73.9,42,0,männlich
186,82.8,43,0,männlich
182,99.2,43,0,männlich
152,64.2,35,1,weiblich
162,54.5,40,1,weiblich
166,65.9,39,1,weiblich
170,74.9,44,0,männlich
169,80.9,43,0,männlich
177,98.3,43,0,männlich
163,58.2,38,1,weiblich
158,59.8,36,1,weiblich
185,82.8,43,0,männlich
159,54.0,36,1,weiblich
171,91.4,44,0,männlich
168,72.9,38,1,weiblich
172,75.5,38,1,weiblich
177,60.2,39,1,weiblich
167,75.9,42,1,weiblich
158,57.6,37,1,weiblich
167,63.5,39,1,weiblich
167,72.3,43,0,männlich
177,98.5,41,0,männlich
169,70.6,39,1,weiblich
161,59.9,36,1,weiblich
156,63.8,37,1,weiblich
159,54.1,36,1,weiblich
182,80.4,44,0,männlich
168,61.4,40,0,männlich
165,53.4,37,1,weiblich
165,63.4,37,1,weiblich
158,64.3,38,1,weiblich
186,92.7,43,0,männlich
177,83.4,43,0,männlich
175,80.2,41,0,männlich
168,78.2,41,1,weiblich
179,86.3,45,0,männlich
176,72.5,42,0,männlich
187,89.0,44,0,männlich
161,60.6,37,1,weiblich
161,54.0,36,1,weiblich
165,61.4,36,1,weiblich
178,69.5,43,0,männlich
173,86.8,40,0,männlich
152,57.1,34,1,weiblich
173,73.2,38,1,weiblich
169,81.1,40,1,weiblich
185,77.3,45,0,männlich
163,47.8,36,1,weiblich
180,86.2,43,0,männlich
188,96.5,44,0,männlich
165,86.2,40,0,männlich
170,82.3,40,0,männlich
179,89.5,42,0,männlich
166,81.4,39,1,weiblich
168,80.5,40,0,männlich
181,82.5,41,1,weiblich
167,64.0,38,1,weiblich
189,102.8,45,0,männlich
183,82.8,46,0,männlich
175,82.1,38,1,weiblich
177,85.3,41,0,männlich
176,87.6,44,0,männlich
169,75.4,42,0,männlich
176,88.6,44,0,männlich
167,68.8,40,1,weiblich
178,104.8,46,0,männlich
169,78.7,40,1,weiblich
173,80.5,41,0,männlich
180,85.3,42,0,männlich
167,67.3,38,1,weiblich
156,60.1,37,1,weiblich
161,67.8,38,1,weiblich
176,84.6,42,0,männlich
159,61.9,35,1,weiblich
185,96.6,43,0,männlich
189,111.2,46,0,männlich
153,52.7,33,1,weiblich
164,66.8,36,1,weiblich
182,92.8,43,0,männlich
159,51.5,36,1,weiblich
173,74.1,42,0,männlich
165,59.3,38,1,weiblich
181,81.9,42,0,männlich
164,61.8,38,1,weiblich
163,72.1,39,1,weiblich
167,58.4,38,1,weiblich
187,89.7,44,0,männlich
164,65.2,36,1,weiblich
155,52.6,36,1,weiblich
165,69.0,36,1,weiblich
165,84.2,39,0,männlich
174,75.5,38,1,weiblich
160,55.0,36,1,weiblich
166,60.0,39,0,männlich
179,83.1,42,0,männlich
171,62.7,40,1,weiblich
158,61.3,37,1,weiblich
187,90.1,44,0,männlich
164,55.9,36,1,weiblich
170,83.0,42,1,weiblich
157,54.6,35,1,weiblich
165,64.8,38,1,weiblich
175,73.7,41,1,weiblich
170,81.1,42,0,männlich
177,73.0,40,0,männlich
170,64.7,39,1,weiblich
166,66.6,39,1,weiblich
163,69.1,36,1,weiblich
155,52.7,37,1,weiblich
188,82.8,45,0,männlich
175,88.4,44,0,männlich
165,65.0,38,1,weiblich
168,68.2,39,1,weiblich
181,96.8,43,0,männlich
181,86.6,42,0,männlich
158,58.8,36,1,weiblich
163,63.4,37,1,weiblich
188,90.2,45,0,männlich
168,63.8,40,1,weiblich
156,61.5,37,1,weiblich
176,72.3,43,0,männlich
175,84.9,40,1,weiblich
188,85.9,43,0,männlich
173,74.6,41,0,männlich
161,75.6,40,1,weiblich
159,55.8,39,1,weiblich
172,59.4,37,1,weiblich
178,84.6,41,0,männlich
160,55.5,36,1,weiblich
184,84.8,44,0,männlich
182,91.2,42,0,männlich
161,51.1,36,1,weiblich
175,75.5,40,1,weiblich
177,93.8,42,0,männlich
161,60.9,37,1,weiblich
184,81.4,43,0,männlich
181,74.1,42,0,männlich
163,72.7,38,1,weiblich
180,91.6,43,0,männlich
174,87.6,42,0,männlich
176,87.1,45,0,männlich
168,75.8,43,0,männlich
187,94.4,45,0,männlich
159,55.0,36,1,weiblich
158,56.5,37,1,weiblich
174,84.7,44,0,männlich
175,89.2,42,0,männlich
175,69.5,44,0,männlich
169,61.4,39,1,weiblich
176,92.4,42,0,männlich
176,89.8,44,0,männlich
160,76.4,39,1,weiblich
159,81.7,37,1,weiblich
181,89.5,42,0,männlich
180,71.0,43,0,männlich
177,66.5,41,0,männlich
186,94.7,45,0,männlich
166,57.3,37,1,weiblich
187,88.8,45,0,männlich
158,56.3,35,1,weiblich
165,93.1,42,0,männlich
177,88.2,40,0,männlich
157,60.5,36,1,weiblich
165,63.1,39,1,weiblich
166,69.9,40,1,weiblich
182,87.6,42,0,männlich
166,67.9,38,1,weiblich
165,48.5,37,1,weiblich
189,85.5,44,0,männlich
186,102.9,46,0,männlich
154,58.1,36,1,weiblich
185,74.6,44,0,männlich
179,85.1,42,0,männlich
180,79.3,40,0,männlich
156,50.3,35,1,weiblich
170,58.5,38,1,weiblich
175,58.6,42,0,männlich
172,76.8,40,1,weiblich
166,69.7,39,1,weiblich
181,86.9,42,0,männlich
175,86.1,44,0,männlich
167,68.4,39,1,weiblich
169,86.7,41,0,männlich
183,82.6,44,0,männlich
179,95.0,42,0,männlich
179,87.2,43,0,männlich
173,84.3,44,0,männlich
171,82.0,40,1,weiblich
164,61.0,38,1,weiblich
184,86.0,43,0,männlich
161,58.6,37,1,weiblich
183,61.5,42,0,männlich
156,47.7,37,1,weiblich
177,56.3,44,0,männlich
174,88.7,44,0,männlich
179,86.7,44,0,männlich
189,96.9,45,0,männlich
179,81.0,43,0,männlich
160,47.2,35,1,weiblich
172,78.2,40,1,weiblich
173,69.3,38,1,weiblich
167,64.1,38,1,weiblich
162,56.8,39,1,weiblich
169,63.9,41,0,männlich
171,79.2,42,0,männlich
177,79.7,42,0,männlich
177,86.5,42,0,männlich
176,77.1,40,0,männlich
183,96.4,42,0,männlich
187,88.7,47,0,männlich
173,80.6,39,0,männlich
171,77.0,38,1,weiblich
169,76.1,40,1,weiblich
162,67.0,37,1,weiblich
183,93.1,44,0,männlich
194,88.3,46,0,männlich
171,79.1,42,0,männlich
191,88.1,46,0,männlich
159,61.9,38,1,weiblich
175,79.9,42,0,männlich
170,76.6,39,1,weiblich
176,73.6,41,1,weiblich
179,90.6,42,0,männlich
170,78.1,43,0,männlich
160,60.9,36,1,weiblich
162,53.3,35,1,weiblich
161,56.0,37,1,weiblich
156,62.6,36,1,weiblich
183,74.1,45,0,männlich
184,100.0,43,0,männlich
171,76.9,41,0,männlich
173,77.0,44,0,männlich
174,79.4,41,0,männlich
176,72.7,41,1,weiblich
158,64.6,36,1,weiblich
182,89.9,42,0,männlich
157,48.7,38,1,weiblich
169,73.1,39,1,weiblich
177,87.5,41,0,männlich
184,86.0,44,0,männlich
153,64.6,37,1,weiblich
159,45.5,36,1,weiblich
184,94.1,43,0,männlich
172,78.3,42,1,weiblich
159,56.0,35,1,weiblich
167,71.8,38,1,weiblich
176,92.9,42,0,männlich
168,60.7,38,1,weiblich
181,85.2,43,0,männlich
177,81.7,41,0,männlich
167,66.8,37,1,weiblich
167,66.0,38,1,weiblich
164,53.9,40,1,weiblich
165,41.9,35,1,weiblich
169,82.8,40,1,weiblich
160,64.5,38,1,weiblich
184,87.6,44,0,männlich
169,66.8,37,1,weiblich
177,86.9,42,0,männlich
163,60.0,38,1,weiblich
164,70.9,39,1,weiblich
184,68.8,44,0,männlich
174,77.3,41,0,männlich
172,83.7,39,1,weiblich
167,79.5,38,1,weiblich
175,72.7,39,1,weiblich
174,71.1,41,0,männlich
158,54.0,37,1,weiblich
166,76.2,39,1,weiblich
164,70.4,39,1,weiblich
173,67.9,39,0,männlich
165,61.5,39,1,weiblich
180,96.4,43,0,männlich
184,88.8,44,0,männlich
187,94.8,44,0,männlich
158,58.6,34,1,weiblich
164,66.2,39,1,weiblich
180,82.0,42,1,weiblich
168,64.8,37,1,weiblich
189,99.5,46,0,männlich
164,75.1,39,1,weiblich
167,59.8,40,1,weiblich
178,78.0,41,1,weiblich
161,65.4,38,1,weiblich
159,53.0,38,1,weiblich
173,80.0,41,1,weiblich
167,80.3,40,1,weiblich
187,98.4,44,0,männlich
179,93.8,43,0,männlich
172,77.6,43,0,männlich
171,80.3,42,0,männlich
155,52.8,36,1,weiblich
162,57.4,37,1,weiblich
164,61.7,38,1,weiblich
167,70.1,37,1,weiblich
179,75.7,42,0,männlich
200,109.5,47,0,männlich
165,70.1,38,1,weiblich
168,61.1,37,1,weiblich
179,101.5,43,0,männlich
193,102.8,45,0,männlich
159,55.7,36,1,weiblich
189,97.8,43,0,männlich
162,71.6,38,1,weiblich
159,45.9,36,1,weiblich
168,65.9,39,1,weiblich
176,80.8,41,0,männlich
167,66.1,38,1,weiblich
178,96.7,43,0,männlich
165,56.4,38,1,weiblich
179,79.5,44,0,männlich
166,66.4,38,1,weiblich
181,75.4,43,0,männlich
177,80.7,43,0,männlich
177,74.8,40,0,männlich
162,69.8,39,1,weiblich
176,82.4,42,0,männlich
165,64.5,38,1,weiblich
179,88.3,44,0,männlich
174,81.6,41,0,männlich
164,65.8,38,1,weiblich
165,75.4,39,1,weiblich
178,81.4,42,0,männlich
160,54.0,36,1,weiblich
158,69.7,37,1,weiblich
165,59.8,38,1,weiblich
184,85.7,43,0,männlich
167,68.3,40,0,männlich
169,64.6,38,1,weiblich
162,62.3,37,1,weiblich
159,62.9,36,1,weiblich
180,95.5,43,0,männlich
183,78.6,42,0,männlich
179,87.3,44,0,männlich
157,68.8,37,1,weiblich
174,71.9,38,1,weiblich
166,59.7,39,1,weiblich
187,84.6,45,0,männlich
182,90.7,45,0,männlich
167,71.0,39,1,weiblich
184,79.3,44,0,männlich
179,91.0,42,0,männlich
173,60.5,39,0,männlich
185,81.9,45,0,männlich
170,64.9,39,1,weiblich
165,70.0,40,1,weiblich
171,60.5,40,0,männlich
187,82.4,44,0,männlich
171,63.2,39,1,weiblich
177,78.9,43,0,männlich
168,68.3,40,1,weiblich
183,81.6,44,0,männlich
176,92.3,41,0,männlich
168,82.4,40,0,männlich
174,67.4,40,1,weiblich
157,57.2,36,1,weiblich
169,64.7,39,1,weiblich
186,79.1,43,0,männlich
183,97.3,45,0,männlich
170,52.5,36,1,weiblich
178,85.3,42,0,männlich
167,66.2,40,1,weiblich
165,64.7,39,1,weiblich
178,94.1,43,0,männlich
161,60.6,37,1,weiblich
188,97.8,47,0,männlich
152,49.5,35,1,weiblich
181,87.9,45,0,männlich
181,86.7,46,0,männlich
172,75.9,40,1,weiblich
169,60.8,41,0,männlich
169,81.1,38,1,weiblich
180,87.5,40,0,männlich
167,66.4,39,0,männlich
170,63.7,40,1,weiblich
169,64.2,38,1,weiblich
159,54.5,36,1,weiblich
186,106.3,46,0,männlich
190,92.8,43,0,männlich
185,84.9,44,0,männlich
170,78.7,39,0,männlich
172,83.4,38,1,weiblich
154,43.7,35,1,weiblich
158,59.7,37,1,weiblich
165,63.5,38,1,weiblich
173,71.1,39,1,weiblich
188,100.4,47,0,männlich
162,70.7,37,1,weiblich
171,63.4,37,1,weiblich
162,60.9,37,1,weiblich
174,91.2,44,0,männlich
189,77.8,44,0,männlich
186,80.7,44,0,männlich
158,69.9,39,1,weiblich
181,81.7,43,0,männlich
174,72.9,39,1,weiblich
166,68.8,39,1,weiblich
166,56.0,37,1,weiblich
169,65.7,38,1,weiblich
161,66.9,37,1,weiblich
155,57.4,36,1,weiblich
176,75.6,40,0,männlich
177,70.1,37,1,weiblich
162,70.1,37,1,weiblich
175,70.7,39,1,weiblich
171,74.0,38,1,weiblich
176,83.5,42,0,männlich
172,61.2,40,1,weiblich
164,55.2,38,1,weiblich
164,67.1,38,1,weiblich
170,79.2,41,1,weiblich
173,72.7,41,0,männlich
168,73.6,37,1,weiblich
165,76.0,38,1,weiblich
166,73.3,39,0,männlich
164,71.9,37,1,weiblich
173,67.7,40,1,weiblich
169,84.4,40,0,männlich
169,73.0,37,1,weiblich
166,79.7,40,1,weiblich
173,72.8,41,1,weiblich
178,68.3,42,0,männlich
188,84.3,41,0,männlich
162,65.5,38,1,weiblich
170,74.2,41,0,männlich
175,74.4,43,0,männlich
184,91.8,44,0,männlich
178,86.4,43,1,weiblich
168,73.8,39,1,weiblich
187,78.6,46,0,männlich
165,61.2,38,1,weiblich
182,81.6,43,0,männlich
176,76.4,41,0,männlich
162,55.2,37,1,weiblich
183,86.4,43,0,männlich
179,84.1,43,0,männlich
184,75.3,43,0,männlich
182,76.9,41,0,männlich
155,53.4,37,1,weiblich
159,50.2,37,1,weiblich
161,69.7,37,1,weiblich
187,96.2,43,0,männlich
187,97.8,45,0,männlich
176,92.4,40,0,männlich
170,84.7,39,0,männlich
166,68.0,38,1,weiblich
164,72.4,39,1,weiblich
186,93.9,44,0,männlich
162,67.8,36,1,weiblich
165,57.3,38,1,weiblich
184,81.7,42,0,männlich
171,67.2,40,1,weiblich
162,68.4,38,1,weiblich
165,61.9,38,1,weiblich
173,77.8,43,0,männlich
177,83.8,42,0,männlich
178,82.9,43,0,männlich
190,76.7,44,0,männlich
167,52.9,38,1,weiblich
176,92.4,43,0,männlich
177,77.5,43,0,männlich
165,72.5,40,1,weiblich
165,81.0,37,1,weiblich
180,91.6,44,0,männlich
177,78.6,41,0,männlich
154,59.6,35,1,weiblich
166,74.9,38,1,weiblich
164,59.4,36,1,weiblich
195,94.1,45,0,männlich
169,66.6,39,1,weiblich
182,89.0,44,0,männlich
167,73.9,39,1,weiblich
181,87.2,44,0,männlich
179,79.8,43,0,männlich
157,56.4,38,1,weiblich
182,89.7,44,0,männlich
179,82.1,43,0,männlich
186,89.3,42,0,männlich
175,86.1,43,0,männlich
183,91.2,44,0,männlich
181,86.2,43,0,männlich
161,61.9,38,1,weiblich
160,56.7,38,1,weiblich
167,65.4,38,1,weiblich
164,69.4,39,1,weiblich
176,76.8,42,1,weiblich
184,76.7,45,0,männlich
169,60.9,39,1,weiblich
182,84.4,42,0,männlich
175,81.9,44,0,männlich
172,74.0,42,0,männlich
177,67.9,39,1,weiblich
166,69.6,38,1,weiblich
165,65.0,38,1,weiblich
177,72.1,40,0,männlich
164,63.1,39,1,weiblich
179,86.4,44,0,männlich
169,68.2,41,1,weiblich
190,105.7,44,0,männlich
183,75.1,44,0,männlich
172,75.6,39,1,weiblich
172,70.2,39,1,weiblich
156,41.8,37,1,weiblich
167,72.7,38,1,weiblich
159,46.5,35,1,weiblich
177,86.6,44,0,männlich
164,43.4,37,1,weiblich
186,94.6,44,0,männlich
180,88.5,43,0,männlich
167,75.1,38,1,weiblich
164,73.0,37,1,weiblich
162,59.4,39,1,weiblich
164,53.5,36,1,weiblich
170,87.4,41,0,männlich
173,74.8,42,0,männlich
178,74.8,40,0,männlich
158,59.2,35,1,weiblich
160,59.3,37,1,weiblich
166,65.7,37,1,weiblich
169,71.0,41,1,weiblich
174,83.1,43,0,männlich
175,73.2,39,1,weiblich
159,68.0,36,1,weiblich
183,88.2,39,0,männlich
179,93.0,45,0,männlich
170,78.7,41,0,männlich
185,89.3,43,0,männlich
175,74.1,39,1,weiblich
178,92.5,42,0,männlich
180,73.6,42,1,weiblich
163,67.9,40,1,weiblich
169,67.7,40,1,weiblich
178,82.4,41,0,männlich
178,90.8,44,0,männlich
186,88.2,46,0,männlich
169,78.3,40,1,weiblich
179,84.6,43,0,männlich
176,77.2,41,0,männlich
176,59.1,38,1,weiblich
165,55.4,39,1,weiblich
183,85.1,45,0,männlich
160,47.8,36,1,weiblich
179,92.7,44,0,männlich
165,65.7,39,1,weiblich
160,62.8,38,1,weiblich
184,98.8,45,0,männlich
163,70.6,38,1,weiblich
164,80.7,39,1,weiblich
171,78.1,39,1,weiblich
170,70.4,43,0,männlich
175,78.0,40,1,weiblich
169,79.9,41,0,männlich
177,76.5,43,0,männlich
164,65.7,37,1,weiblich
181,80.6,44,0,männlich
184,92.8,45,0,männlich
166,78.0,40,0,männlich
162,62.0,37,1,weiblich
189,89.0,44,0,männlich
170,91.0,40,1,weiblich
178,94.2,44,0,männlich
176,86.5,42,1,weiblich
186,91.1,43,0,männlich
165,77.7,37,1,weiblich
172,68.8,40,0,männlich
170,63.7,39,1,weiblich
162,68.9,37,1,weiblich
162,59.2,38,1,weiblich
163,75.1,38,1,weiblich
181,84.6,42,0,männlich
176,71.7,41,1,weiblich
161,73.1,38,1,weiblich
159,65.0,37,1,weiblich
154,50.8,36,1,weiblich
168,86.1,40,1,weiblich
176,94.6,43,0,männlich
164,61.7,36,1,weiblich
170,81.8,42,0,männlich
178,74.3,41,0,männlich
187,99.8,44,0,männlich
173,75.3,39,1,weiblich
187,84.8,42,0,männlich
157,63.7,36,1,weiblich
158,58.2,36,1,weiblich
167,72.8,40,1,weiblich
172,73.7,41,0,männlich
181,79.7,45,0,männlich
168,80.1,39,0,männlich
177,85.2,41,0,männlich
177,80.8,45,0,männlich
175,92.0,44,0,männlich
179,82.3,40,0,männlich
163,64.6,39,1,weiblich
188,108.6,45,0,männlich
160,58.4,39,1,weiblich
169,70.9,37,1,weiblich
155,66.4,39,1,weiblich
177,68.5,39,1,weiblich
176,87.4,43,0,männlich
182,76.9,43,0,männlich
176,75.4,44,0,männlich
173,81.2,40,0,männlich
180,64.3,41,0,männlich
168,73.6,40,1,weiblich
187,79.4,41,0,männlich
178,82.3,43,0,männlich
191,67.5,44,0,männlich
182,92.8,44,0,männlich
156,50.1,35,1,weiblich
184,80.1,45,0,männlich
161,60.9,36,1,weiblich
167,67.8,40,1,weiblich
180,88.2,44,0,männlich
177,83.2,43,0,männlich
175,69.6,41,1,weiblich
162,53.1,36,1,weiblich
169,68.9,39,1,weiblich
184,78.8,44,0,männlich
182,86.0,45,0,männlich
163,60.8,35,1,weiblich
167,81.5,39,1,weiblich
183,85.2,43,0,männlich
177,79.5,43,0,männlich
159,57.5,34,1,weiblich
182,87.0,43,0,männlich
183,89.3,44,0,männlich
173,69.4,42,0,männlich
165,59.0,36,1,weiblich
162,55.3,36,1,weiblich
166,62.7,38,1,weiblich
172,64.8,38,1,weiblich
183,103.0,44,0,männlich
167,75.2,40,1,weiblich
162,58.2,40,1,weiblich
162,60.9,38,1,weiblich
163,65.0,38,1,weiblich
183,82.9,42,0,männlich
175,69.6,38,1,weiblich
172,78.2,41,1,weiblich
182,97.1,46,0,männlich
182,89.8,43,0,männlich
152,60.4,36,1,weiblich
168,53.3,39,1,weiblich
157,58.2,36,1,weiblich
194,97.5,45,0,männlich
187,85.7,46,0,männlich
163,72.9,40,1,weiblich
164,85.0,39,1,weiblich
182,89.8,45,0,männlich
165,55.3,35,1,weiblich
179,78.3,42,0,männlich
183,99.2,44,0,männlich
174,85.0,42,1,weiblich
165,55.4,37,1,weiblich
176,84.6,41,0,männlich
174,67.4,38,1,weiblich
159,63.9,38,1,weiblich
177,80.0,44,0,männlich
161,65.9,40,1,weiblich
158,55.8,37,1,weiblich
175,77.3,42,0,männlich
163,71.3,39,0,männlich
177,82.2,42,0,männlich
176,76.4,40,1,weiblich
189,86.9,44,0,männlich
165,75.9,38,1,weiblich
161,59.8,36,1,weiblich
164,72.9,39,1,weiblich
188,83.0,44,0,männlich
171,70.3,40,0,männlich
173,79.1,41,1,weiblich
168,63.5,39,1,weiblich
151,48.2,34,1,weiblich
177,78.2,41,1,weiblich
171,82.4,40,1,weiblich
169,65.6,37,1,weiblich
182,99.4,45,0,männlich
170,94.5,42,0,männlich
167,50.3,37,1,weiblich
153,56.8,35,1,weiblich
187,74.2,44,0,männlich
187,87.3,43,0,männlich
160,54.5,36,1,weiblich
177,95.1,41,0,männlich
191,94.5,44,0,männlich
170,87.8,40,1,weiblich
176,67.2,41,1,weiblich
170,72.3,41,0,männlich
182,81.9,43,0,männlich
156,51.2,37,1,weiblich
177,82.5,41,0,männlich
192,96.6,48,0,männlich
170,68.3,42,1,weiblich
174,80.0,41,1,weiblich
167,60.8,38,1,weiblich
158,55.3,37,1,weiblich
194,100.1,47,0,männlich
161,50.2,37,1,weiblich
173,74.3,40,1,weiblich
182,79.3,43,0,männlich
176,88.2,42,0,männlich
169,77.5,40,1,weiblich
162,59.7,39,1,weiblich
156,55.0,36,1,weiblich
178,88.9,44,0,männlich
187,94.1,44,0,männlich
168,63.5,42,0,männlich
177,88.8,44,0,männlich
176,80.3,43,0,männlich
185,80.5,44,0,männlich
173,70.0,42,0,männlich
171,85.8,41,0,männlich
159,43.4,35,1,weiblich
164,57.5,40,1,weiblich
172,75.2,42,0,männlich
182,82.9,41,0,männlich
186,93.1,47,0,männlich
187,90.5,47,0,männlich
161,69.8,38,1,weiblich
153,54.7,34,1,weiblich
176,82.5,42,0,männlich
169,76.7,40,1,weiblich
164,58.6,39,1,weiblich
171,80.6,39,1,weiblich
184,91.0,44,0,männlich
193,106.5,48,0,männlich
191,88.4,45,0,männlich
162,71.8,39,1,weiblich
161,64.5,36,1,weiblich
155,55.7,37,1,weiblich
178,81.9,44,0,männlich
176,88.4,43,0,männlich
152,62.1,36,1,weiblich
168,52.4,38,1,weiblich
175,81.3,41,0,männlich
184,81.6,43,0,männlich
173,82.9,42,0,männlich
174,79.0,42,0,männlich
166,69.3,38,1,weiblich
180,88.5,44,0,männlich
174,76.2,41,0,männlich
182,82.9,44,0,männlich
180,69.1,41,0,männlich
166,58.2,38,1,weiblich
167,62.6,38,1,weiblich
164,63.6,39,1,weiblich
184,79.0,44,0,männlich
174,72.7,41,0,männlich
183,101.2,46,0,männlich
179,94.8,45,0,männlich
168,74.5,40,1,weiblich
182,89.0,43,0,männlich
167,57.3,39,1,weiblich
173,74.4,40,1,weiblich
187,94.9,43,0,männlich
189,88.7,45,0,männlich
182,91.5,43,0,männlich
178,77.2,43,0,männlich
168,58.0,36,1,weiblich
165,64.5,38,1,weiblich
185,91.1,47,0,männlich
